enzyme	name	all	unique
AlfI	Aurantimicrobium	1723	1694
AlfI	Candidatus Aquiluna	874	867
AlfI	Clavibacter	13969	11991
AlfI	Cnuibacter	1453	696
AlfI	Compostimonas	1648	1428
AlfI	Cryobacterium	77082	73796
AlfI	Cryocola	1490	403
AlfI	Curtobacterium	60436	57862
AlfI	Diaminobutyricimonas	1783	1583
AlfI	Frigoribacterium	14685	10755
AlfI	Frondihabitans	7162	6569
AlfI	Glaciibacter	3520	3218
AlfI	Glaciihabitans	4595	4246
AlfI	Gryllotalpicola	3259	2945
AlfI	Gulosibacter	4574	4197
AlfI	Herbiconiux	5921	5450
AlfI	Homoserinibacter	1161	1029
AlfI	Homoserinimonas	3233	2981
AlfI	Humibacter	5597	4553
AlfI	Klugiella	1053	1014
AlfI	Labedella	3675	3357
AlfI	Leifsonia	33693	28567
AlfI	Leucobacter	36368	34405
AlfI	Lysinimonas	2711	2328
AlfI	Microbacterium	224151	210709
AlfI	Microcella	4318	3972
AlfI	Microterricola	8283	7316
AlfI	Mycetocola	9853	8995
AlfI	Naasia	1572	1359
AlfI	Okibacterium	1411	1007
AlfI	Plantibacter	6817	6436
AlfI	Pontimonas	417	409
AlfI	Pseudoclavibacter	18276	17416
AlfI	Rathayibacter	19906	18660
AlfI	Rhodoglobus	1209	667
AlfI	Rhodoluna	1955	1942
AlfI	Salinibacterium	8244	7891
AlfI	Schumannella	3301	2940
AlfI	Subtercola	9208	8622
AlfI	Yonghaparkia	1134	963
AlfI	unclassified	16349	13873
AlfI	Acaricomes	1105	1074
AlfI	Arthrobacter	248412	222165
AlfI	Auritidibacter	1552	1501
AlfI	Citricoccus	4362	3381
AlfI	Enteractinococcus	2565	2502
AlfI	Glutamicibacter	23185	16118
AlfI	Haematomicrobium	1106	1046
AlfI	Kocuria	39086	33156
AlfI	Micrococcus	10055	7579
AlfI	Neomicrococcus	924	885
AlfI	Nesterenkonia	17578	16961
AlfI	Paenarthrobacter	12273	5849
AlfI	Paeniglutamicibacter	5245	4802
AlfI	Pseudarthrobacter	21594	15621
AlfI	Pseudoglutamicibacter	2031	1306
AlfI	Psychromicrobium	1638	1597
AlfI	Renibacterium	1428	1410
AlfI	Rothia	23279	21659
AlfI	Sinomonas	7620	7128
AlfI	Tersicoccus	2503	2235
AlfI	Yaniella	1028	1014
AlfI	Zhihengliuella	3067	2400
AlfI	unclassified	2885	1841
AlfI	Cellulosimicrobium	11284	8738
AlfI	Isoptericola	9501	7735
AlfI	Krasilnikoviella	1855	1579
AlfI	Myceligenerans	1573	1385
AlfI	Promicromonospora	15682	14571
AlfI	Xylanibacterium	2937	2546
AlfI	Xylanimicrobium	1451	1177
AlfI	Xylanimonas	2547	1581
AlfI	unclassified	2971	2607
AlfI	Rarobacter	2117	2005
AlfI	Haloactinobacterium	4008	3779
AlfI	Ruania	4778	4529
AlfI	unclassified	1002	950
AlfI	Sanguibacter	11520	10257
AlfI	Luteimicrobium	1188	1046
AlfI	Timonella	1167	1137
AlfI	Tropheryma	446	443
AlfI	unclassified	1328	1290
AlfI	Actinocatenispora	2704	2505
AlfI	Actinoplanes	77417	72912
AlfI	Asanoa	9615	8787
AlfI	Catellatospora	8090	7453
AlfI	Catelliglobosispora	3727	3638
AlfI	Catenuloplanes	4156	3800
AlfI	Couchioplanes	3278	2851
AlfI	Dactylosporangium	5225	4795
AlfI	Hamadaea	2834	2627
AlfI	Jishengella	5216	3843
AlfI	Krasilnikovia	2897	2575
AlfI	Longispora	2207	2081
AlfI	Micromonospora	181441	171063
AlfI	Pilimelia	3169	4
AlfI	Plantactinospora	9720	8628
AlfI	Pseudosporangium	3310	2828
AlfI	Salinispora	24706	23426
AlfI	Verrucosispora	12970	10672
AlfI	Xiangella	2386	1690
AlfI	unclassified	6790	5796
AlfI	Nakamurella	12461	11682
AlfI	Actinopolymorpha	6256	5909
AlfI	Aeromicrobium	31438	29281
AlfI	Friedmanniella	4834	4399
AlfI	Kribbella	68578	66647
AlfI	Marmoricola	16843	15230
AlfI	Micropruina	2044	1917
AlfI	Mumia	4618	3186
AlfI	Nocardioides	133849	127127
AlfI	Pimelobacter	2913	2491
AlfI	Propionicicella	1191	1109
AlfI	Propionicimonas	1187	1114
AlfI	Thermasporomyces	1082	1022
AlfI	Acidipropionibacterium	6421	5976
AlfI	Aestuariimicrobium	1302	1220
AlfI	Auraticoccus	1622	1435
AlfI	Cutibacterium	7682	2539
AlfI	Granulicoccus	1472	1347
AlfI	Luteococcus	2172	2018
AlfI	Microlunatus	6806	6511
AlfI	Naumannella	1339	1259
AlfI	Nigerium	1054	947
AlfI	Ponticoccus	1832	134
AlfI	Propionibacterium	14912	9384
AlfI	Propioniciclava	2034	1828
AlfI	Propioniferax	1159	1090
AlfI	Propionimicrobium	1962	1874
AlfI	Pseudopropionibacterium	5129	4903
AlfI	Raineyella	1452	1346
AlfI	Tessaracoccus	15464	14581
AlfI	unclassified	11787	9327
AlfI	Actinoalloteichus	10584	9975
AlfI	Actinocrispum	4169	3889
AlfI	Actinokineospora	19828	18226
AlfI	Actinomycetospora	5730	5286
AlfI	Actinophytocola	7030	6486
AlfI	Actinosynnema	9955	8709
AlfI	Alloactinosynnema	7871	7069
AlfI	Allokutzneria	6613	6105
AlfI	Amycolatopsis	164308	149524
AlfI	Crossiella	4662	4203
AlfI	Goodfellowiella	4157	3715
AlfI	Haloechinothrix	2263	2141
AlfI	Herbihabitans	2727	2453
AlfI	Kibdelosporangium	19792	18427
AlfI	Kutzneria	15688	14493
AlfI	Labedaea	4251	3937
AlfI	Lechevalieria	21551	17978
AlfI	Lentzea	36932	32371
AlfI	Prauserella	20629	18503
AlfI	Pseudonocardia	71164	66554
AlfI	Saccharomonospora	24184	22275
AlfI	Saccharopolyspora	39109	36777
AlfI	Saccharothrix	36257	32997
AlfI	Sciscionella	6919	6600
AlfI	Streptoalloteichus	2311	2019
AlfI	Tamaricihabitans	2811	2716
AlfI	Thermocrispum	4408	4039
AlfI	Umezawaea	4402	3907
AlfI	Yuhushiella	2315	1971
AlfI	unclassified	6045	5505
AlfI	Sporichthya	1640	1539
AlfI	Kitasatospora	67954	45475
AlfI	Streptacidiphilus	34014	30620
AlfI	Streptomyces	1721563	1653141
AlfI	unclassified	2414	2023
AlfI	Actinorugispora	1446	1189
AlfI	Allosalinactinospora	1901	1748
AlfI	Haloactinospora	1408	1303
AlfI	Marinactinospora	1634	1438
AlfI	Marinateneraspora	1950	1718
AlfI	Murinocardiopsis	2656	2422
AlfI	Nocardiopsis	52066	48711
AlfI	Streptomonospora	4819	4387
AlfI	Thermobifida	5293	4870
AlfI	unclassified	1110	1011
AlfI	Herbidospora	12469	11495
AlfI	Microbispora	26420	22201
AlfI	Microtetraspora	6284	5512
AlfI	Nonomuraea	90061	84618
AlfI	Planobispora	2569	2126
AlfI	Planomonospora	2647	2214
AlfI	Sinosporangium	2428	2247
AlfI	Sphaerisporangium	9838	7834
AlfI	Streptosporangium	19059	16155
AlfI	Thermoactinospora	3242	2792
AlfI	Thermopolyspora	2303	1986
AlfI	unclassified	2188	1925
AlfI	Actinoallomurus	2955	2721
AlfI	Actinocorallia	5646	5132
AlfI	Actinomadura	96748	91424
AlfI	Spirillospora	1571	1252
AlfI	Thermomonospora	4212	3468
AlfI	Thermostaphylospora	2160	1876
AlfI	Allonocardiopsis	2672	2399
AlfI	Halopolyspora	2537	2392
AlfI	Thermobispora	1149	1011
AlfI	unclassified	24442	11717
AlfI	Atopobium	10627	10411
AlfI	Libanicoccus	868	755
AlfI	Olsenella	23598	19328
AlfI	Parolsenella	862	728
AlfI	unclassified	2392	0
AlfI	Collinsella	34333	22479
AlfI	Coriobacterium	977	967
AlfI	Enorma	5930	5616
AlfI	Olegusella	978	318
AlfI	Parvibacter	1666	1595
AlfI	Senegalimassilia	3902	3092
AlfI	unclassified	16728	3216
AlfI	unclassified	2271	2224
AlfI	Adlercreutzia	3791	1097
AlfI	Arabia	1463	1237
AlfI	Asaccharobacter	2525	953
AlfI	Cryptobacterium	921	915
AlfI	Denitrobacterium	1498	1471
AlfI	Eggerthella	11072	9587
AlfI	Enterorhabdus	3844	2251
AlfI	Enteroscipio	1421	1248
AlfI	Gordonibacter	10437	7029
AlfI	Paraeggerthella	2723	1113
AlfI	Phoenicibacter	523	504
AlfI	Raoultibacter	5706	5564
AlfI	Rubneribacter	1455	212
AlfI	Slackia	8700	7155
AlfI	unclassified	5553	0
AlfI	Egibacter	1577	1525
AlfI	Egicoccus	1696	1629
AlfI	Euzebya	6114	5991
AlfI	Nitriliruptor	1969	1907
AlfI	Gaiella	1191	1161
AlfI	Baekduia	1955	1848
AlfI	Rubrobacter	4297	4199
AlfI	Conexibacter	5498	5284
AlfI	Patulibacter	4363	4214
AlfI	Solirubrobacter	7426	7190
AlfI	unclassified	2238	2110
AlfI	Thermoleophilum	906	896
AlfI	unclassified	5714	5449
AlfI	Aquifex	106	104
AlfI	Hydrogenivirga	420	414
AlfI	Hydrogenobacter	622	618
AlfI	Hydrogenobaculum	216	215
AlfI	Thermocrinis	794	791
AlfI	Hydrogenothermus	50	46
AlfI	Persephonella	522	513
AlfI	Sulfurihydrogenibium	268	264
AlfI	Thermosulfidibacter	258	258
AlfI	Balnearium	101	97
AlfI	Desulfurobacterium	549	543
AlfI	Phorcysia	128	127
AlfI	Thermovibrio	342	338
AlfI	Capsulimonas	1984	1968
AlfI	Chthonomonas	1983	1976
AlfI	Fimbriimonas	1045	1044
AlfI	unclassified	1778	1753
AlfI	Anaerorhabdus	228	225
AlfI	Bacteroides	128345	111533
AlfI	Mediterranea	3570	3112
AlfI	unclassified	5913	2242
AlfI	Balneicella	340	333
AlfI	Barnesiella	5102	4530
AlfI	Coprobacter	1372	227
AlfI	Dysgonomonas	6114	6034
AlfI	Proteiniphilum	2165	1094
AlfI	unclassified	670	403
AlfI	Lentimicrobium	1500	1485
AlfI	Duncaniella	2118	1060
AlfI	Muribaculum	4969	1753
AlfI	Paramuribaculum	1157	47
AlfI	unclassified	14436	6976
AlfI	Butyricimonas	4776	3711
AlfI	Culturomica	613	87
AlfI	Odoribacter	4112	1885
AlfI	Paludibacter	1605	1589
AlfI	Fermentimonas	428	76
AlfI	Gabonia	640	191
AlfI	Gabonibacter	378	0
AlfI	Lascolabacillus	434	89
AlfI	Macellibacteroides	835	522
AlfI	Massilibacteroides	564	546
AlfI	Petrimonas	868	97
AlfI	Porphyromonas	20421	18217
AlfI	Sanguibacteroides	575	155
AlfI	unclassified	6711	2938
AlfI	Alloprevotella	4769	4487
AlfI	Metaprevotella	50	25
AlfI	Paraprevotella	3299	2945
AlfI	Prevotella	128761	120315
AlfI	Prevotellamassilia	2058	1952
AlfI	unclassified	10464	2828
AlfI	Acetobacteroides	1212	1194
AlfI	Alistipes	26552	19793
AlfI	Millionella	1050	1023
AlfI	Mucinivorans	901	851
AlfI	Rikenella	943	906
AlfI	Tidjanibacter	934	14
AlfI	unclassified	7177	2045
AlfI	Parabacteroides	26923	19110
AlfI	Tannerella	4948	3770
AlfI	Williamwhitmania	1047	1037
AlfI	Candidatus Azobacteroides	198	190
AlfI	Candidatus Symbiothrix	368	339
AlfI	Phocaeicola	592	54
AlfI	unclassified	16235	9637
AlfI	Ancylomarina	2352	2093
AlfI	Labilibaculum	1550	1304
AlfI	Marinifilum	3786	3704
AlfI	unclassified	1403	1348
AlfI	Alkaliflexus	1136	1104
AlfI	Alkalitalea	768	685
AlfI	Anaerophaga	1405	1335
AlfI	Carboxylicivirga	1104	1093
AlfI	Geofilum	2847	2814
AlfI	Labilibacter	2647	2627
AlfI	Marinilabilia	2778	2754
AlfI	Natronoflexus	789	704
AlfI	Saccharicrinis	1810	1793
AlfI	Thermophagus	551	532
AlfI	unclassified	1066	1021
AlfI	Draconibacterium	2277	2258
AlfI	Mangrovibacterium	2832	2810
AlfI	Mariniphaga	2067	2012
AlfI	Prolixibacter	1886	1875
AlfI	Sunxiuqinia	3038	3005
AlfI	Tangfeifania	1121	1104
AlfI	unclassified	2546	2434
AlfI	Salinivirga	973	945
AlfI	Arachidicoccus	5312	5232
AlfI	Asinibacterium	2121	1523
AlfI	Chitinophaga	117204	116514
AlfI	Cnuella	3612	3566
AlfI	Crenotalea	1540	1404
AlfI	Dinghuibacter	1460	1447
AlfI	Ferruginibacter	1046	1040
AlfI	Filimonas	12467	12394
AlfI	Flaviaesturariibacter	4841	4750
AlfI	Flavihumibacter	5195	5161
AlfI	Flavipsychrobacter	1798	1781
AlfI	Flavisolibacter	11407	10011
AlfI	Gynurincola	727	717
AlfI	Hydrobacter	1472	448
AlfI	Hydrotalea	1981	1960
AlfI	Lacibacter	3724	3688
AlfI	Niabella	9864	9809
AlfI	Niastella	17130	17032
AlfI	Panacibacter	4984	4938
AlfI	Parafilimonas	2144	2124
AlfI	Pseudobacter	2909	2685
AlfI	Pseudoflavitalea	5563	5331
AlfI	Sediminibacterium	3918	3849
AlfI	Segetibacter	4765	4725
AlfI	Taibaiella	11753	11665
AlfI	Terrimonas	3865	3777
AlfI	Thermoflavifilum	1583	1446
AlfI	Vibrionimonas	1465	395
AlfI	unclassified	15627	14155
AlfI	Candidatus Amoebophilus	377	352
AlfI	Candidatus Cardinium	1883	1800
AlfI	Bernardetia	357	348
AlfI	Hugenholtzia	1330	1323
AlfI	Catalinimonas	3149	3121
AlfI	Algoriphagus	21701	21510
AlfI	Aquiflexum	1385	1346
AlfI	Belliella	1589	1512
AlfI	Cecembia	2100	2003
AlfI	Cyclobacterium	5456	5346
AlfI	Echinicola	5659	5570
AlfI	Indibacter	689	663
AlfI	Litoribacter	802	787
AlfI	Lunatimonas	1224	1213
AlfI	Mariniradius	1066	1056
AlfI	Mongoliibacter	661	640
AlfI	Negadavirga	1061	1055
AlfI	Nitritalea	1206	1191
AlfI	unclassified	592	576
AlfI	Anditalea	773	756
AlfI	Arcicella	565	558
AlfI	Arcticibacterium	645	635
AlfI	Arsenicibacter	2636	2612
AlfI	Cytophaga	5063	5007
AlfI	Dyadobacter	43383	43189
AlfI	Ekhidna	647	641
AlfI	Emticicia	4051	4016
AlfI	Fibrella	4504	4447
AlfI	Fibrisoma	4134	4087
AlfI	Flectobacillus	1782	1751
AlfI	Flexibacter	1296	1283
AlfI	Jiulongibacter	689	685
AlfI	Larkinella	14749	14600
AlfI	Leadbetterella	550	536
AlfI	Marinoscillum	1688	1670
AlfI	Ohtaekwangia	1613	1603
AlfI	Pseudarcicella	1403	1153
AlfI	Rhodonellum	741	732
AlfI	Rudanella	2060	2037
AlfI	Runella	6911	6835
AlfI	Siphonobacter	4988	4939
AlfI	Spirosoma	27359	27081
AlfI	Sporocytophaga	1523	1507
AlfI	unclassified	3060	2806
AlfI	Cesiribacter	3467	3422
AlfI	Fabibacter	2868	2838
AlfI	Flammeovirga	3393	3359
AlfI	Flexithrix	1078	1066
AlfI	Fulvivirga	2612	2589
AlfI	Imperialibacter	1941	1934
AlfI	Marivirga	1301	1281
AlfI	Nafulsella	1404	1390
AlfI	Reichenbachiella	3426	3399
AlfI	Roseivirga	2612	2574
AlfI	Sediminitomix	588	578
AlfI	unclassified	3170	3125
AlfI	Adhaeribacter	9449	9334
AlfI	Hymenobacter	141824	140018
AlfI	Pontibacter	40687	40164
AlfI	Rufibacter	15389	15172
AlfI	Siccationidurans	3694	3418
AlfI	unclassified	2741	2666
AlfI	Eisenibacter	1286	1277
AlfI	Microscilla	2663	2603
AlfI	Persicobacter	755	743
AlfI	Raineya	822	816
AlfI	Thermonema	2065	2049
AlfI	Chryseolinea	6693	6646
AlfI	Solirubrum	3726	3344
AlfI	Thermoflexibacter	1123	1115
AlfI	unclassified	769	762
AlfI	Blattabacterium	231	215
AlfI	Brumimicrobium	1640	1606
AlfI	Crocinitomix	1414	1392
AlfI	Fluviicola	1239	1215
AlfI	Lishizhenia	421	413
AlfI	Luteibaculum	441	429
AlfI	Owenweeksia	794	782
AlfI	Phaeocystidibacter	1148	1127
AlfI	Salibacter	428	421
AlfI	Vicingus	223	215
AlfI	Aequorivita	5077	4955
AlfI	Algibacter	4214	3992
AlfI	Algoriella	363	22
AlfI	Altibacter	533	504
AlfI	Antarcticibacterium	1262	1225
AlfI	Apibacter	1112	1069
